dataset,oa,aa,k,target_size,algorithm,time,selected_features,selected_weights
paviaU,0.891,0.865,0.865,12,bsnet,0.0,16|29|30|32|51|53|54|55|63|83|84|88,0.4915830194950104|0.385372132062912|0.34623298048973083|0.4015037715435028|0.43361330032348633|0.4470239579677582|0.446760892868042|0.4001065194606781|0.4117334485054016|0.4984324872493744|0.49687549471855164|0.381136417388916
paviaU,0.89,0.862,0.862,11,bsnet,0.0,16|29|30|32|53|54|55|63|83|84|88,0.4915830194950104|0.385372132062912|0.34623298048973083|0.4015037715435028|0.4470239579677582|0.446760892868042|0.4001065194606781|0.4117334485054016|0.4984324872493744|0.49687549471855164|0.381136417388916
paviaU,0.855,0.819,0.819,10,bsnet,0.0,16|29|30|32|53|54|55|63|83|88,0.4915830194950104|0.385372132062912|0.34623298048973083|0.4015037715435028|0.4470239579677582|0.446760892868042|0.4001065194606781|0.4117334485054016|0.4984324872493744|0.381136417388916
paviaU,0.855,0.819,0.819,9,bsnet,0.0,16|29|30|32|53|55|63|83|88,0.4915830194950104|0.385372132062912|0.34623298048973083|0.4015037715435028|0.4470239579677582|0.4001065194606781|0.4117334485054016|0.4984324872493744|0.381136417388916
paviaU,0.85,0.812,0.812,8,bsnet,0.0,16|29|30|32|53|55|83|88,0.4915830194950104|0.385372132062912|0.34623298048973083|0.4015037715435028|0.4470239579677582|0.4001065194606781|0.4984324872493744|0.381136417388916
paviaU,0.85,0.811,0.811,7,bsnet,0.0,16|30|32|53|55|83|88,0.4915830194950104|0.34623298048973083|0.4015037715435028|0.4470239579677582|0.4001065194606781|0.4984324872493744|0.381136417388916
paviaU,0.846,0.806,0.806,6,bsnet,0.0,16|30|53|55|83|88,0.4915830194950104|0.34623298048973083|0.4470239579677582|0.4001065194606781|0.4984324872493744|0.381136417388916
paviaU,0.844,0.803,0.803,5,bsnet,0.0,16|30|55|83|88,0.4915830194950104|0.34623298048973083|0.4001065194606781|0.4984324872493744|0.381136417388916
paviaU,0.917,0.891,0.891,30,v0,5535.401,4|10|24|28|34|36|38|42|46|49|51|52|54|57|59|60|64|65|70|71|75|77|81|82|84|87|89|91|93|100,0.057131268084049225|0.1671615093946457|0.15753057599067688|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.6029502153396606|0.28238174319267273|0.5475525259971619|0.490445613861084|0.04594388231635094|0.17120173573493958|0.9145756959915161|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.029513774439692497|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457|0.7111746072769165|0.6188804507255554
paviaU,0.917,0.892,0.892,29,v0,0.0,4|10|24|28|34|36|38|42|46|49|51|52|57|59|60|64|65|70|71|75|77|81|82|84|87|89|91|93|100,0.057131268084049225|0.1671615093946457|0.15753057599067688|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.6029502153396606|0.28238174319267273|0.5475525259971619|0.490445613861084|0.17120173573493958|0.9145756959915161|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.029513774439692497|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457|0.7111746072769165|0.6188804507255554
paviaU,0.918,0.893,0.893,28,v0,0.0,4|10|24|28|34|36|38|42|46|49|51|52|57|60|64|65|70|71|75|77|81|82|84|87|89|91|93|100,0.057131268084049225|0.1671615093946457|0.15753057599067688|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.6029502153396606|0.28238174319267273|0.5475525259971619|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.029513774439692497|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457|0.7111746072769165|0.6188804507255554
paviaU,0.917,0.892,0.892,27,v0,0.0,4|10|24|28|34|36|38|42|46|49|51|52|57|60|64|65|70|75|77|81|82|84|87|89|91|93|100,0.057131268084049225|0.1671615093946457|0.15753057599067688|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.6029502153396606|0.28238174319267273|0.5475525259971619|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457|0.7111746072769165|0.6188804507255554
paviaU,0.915,0.891,0.891,26,v0,0.0,4|10|24|28|34|36|38|42|46|49|51|52|57|60|64|65|70|75|77|81|82|84|87|89|91|93,0.057131268084049225|0.1671615093946457|0.15753057599067688|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.6029502153396606|0.28238174319267273|0.5475525259971619|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457|0.7111746072769165
paviaU,0.916,0.891,0.891,25,v0,0.0,4|10|24|28|34|36|38|42|46|49|52|57|60|64|65|70|75|77|81|82|84|87|89|91|93,0.057131268084049225|0.1671615093946457|0.15753057599067688|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.6029502153396606|0.28238174319267273|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457|0.7111746072769165
paviaU,0.916,0.892,0.892,24,v0,0.0,4|10|24|28|34|36|38|42|46|49|52|57|60|64|65|70|75|77|81|82|84|87|89|91,0.057131268084049225|0.1671615093946457|0.15753057599067688|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.6029502153396606|0.28238174319267273|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457
paviaU,0.912,0.885,0.885,23,v0,0.0,4|10|28|34|36|38|42|46|49|52|57|60|64|65|70|75|77|81|82|84|87|89|91,0.057131268084049225|0.1671615093946457|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.6029502153396606|0.28238174319267273|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457
paviaU,0.912,0.885,0.885,22,v0,0.0,4|10|28|34|36|38|42|49|52|57|60|64|65|70|75|77|81|82|84|87|89|91,0.057131268084049225|0.1671615093946457|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.28238174319267273|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.5505455732345581|0.8992161750793457
paviaU,0.913,0.886,0.886,21,v0,0.0,4|10|28|34|36|38|42|49|52|57|60|64|65|70|75|77|81|82|84|87|91,0.057131268084049225|0.1671615093946457|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.28238174319267273|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.914,0.886,0.886,20,v0,0.0,10|28|34|36|38|42|49|52|57|60|64|65|70|75|77|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.28238174319267273|0.490445613861084|0.17120173573493958|0.554027795791626|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.913,0.886,0.886,19,v0,0.0,10|28|34|36|38|42|49|52|57|64|65|70|75|77|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.28238174319267273|0.490445613861084|0.17120173573493958|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.914,0.886,0.886,18,v0,0.0,10|28|34|36|38|42|52|57|64|65|70|75|77|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.490445613861084|0.17120173573493958|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.6308922171592712|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.914,0.886,0.886,17,v0,0.0,10|28|34|36|38|42|52|57|64|65|70|75|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.40514811873435974|0.5042794346809387|0.490445613861084|0.17120173573493958|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.914,0.887,0.887,16,v0,0.0,10|28|34|36|42|52|57|64|65|70|75|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.11169612407684326|0.5042794346809387|0.490445613861084|0.17120173573493958|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.915,0.886,0.886,15,v0,0.0,10|28|34|42|52|57|64|65|70|75|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.5042794346809387|0.490445613861084|0.17120173573493958|0.42573270201683044|0.3782525956630707|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.914,0.886,0.886,14,v0,0.0,10|28|34|42|52|57|64|70|75|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.5042794346809387|0.490445613861084|0.17120173573493958|0.42573270201683044|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.912,0.883,0.883,13,v0,0.0,10|28|34|52|57|64|70|75|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.490445613861084|0.17120173573493958|0.42573270201683044|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.913,0.883,0.883,12,v0,0.0,10|28|34|57|64|70|75|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.45735350251197815|0.17120173573493958|0.42573270201683044|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.91,0.88,0.88,11,v0,0.0,10|28|57|64|70|75|81|82|84|87|91,0.1671615093946457|0.7390815615653992|0.17120173573493958|0.42573270201683044|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117|0.8992161750793457
paviaU,0.909,0.879,0.879,10,v0,0.0,10|28|57|64|70|75|81|82|84|87,0.1671615093946457|0.7390815615653992|0.17120173573493958|0.42573270201683044|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637|0.2079048603773117
paviaU,0.908,0.878,0.878,9,v0,0.0,10|28|57|64|70|75|81|82|84,0.1671615093946457|0.7390815615653992|0.17120173573493958|0.42573270201683044|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637
paviaU,0.904,0.872,0.872,8,v0,0.0,28|57|64|70|75|81|82|84,0.7390815615653992|0.17120173573493958|0.42573270201683044|0.3877173364162445|0.13862036168575287|0.5051328539848328|0.2669481635093689|0.37906908988952637
paviaU,0.902,0.869,0.869,7,v0,0.0,28|57|64|70|81|82|84,0.7390815615653992|0.17120173573493958|0.42573270201683044|0.3877173364162445|0.5051328539848328|0.2669481635093689|0.37906908988952637
paviaU,0.9,0.864,0.864,6,v0,0.0,28|57|70|81|82|84,0.7390815615653992|0.17120173573493958|0.3877173364162445|0.5051328539848328|0.2669481635093689|0.37906908988952637
paviaU,0.898,0.86,0.86,5,v0,0.0,28|57|70|82|84,0.7390815615653992|0.17120173573493958|0.3877173364162445|0.2669481635093689|0.37906908988952637
paviaU,0.922,0.896,0.896,11,v9,0.0,14|21|47|57|62|68|71|82|84|96|98,0.45827919244766235|0.22040918469429016|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.018476452678442|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.922,0.896,0.896,12,v9,0.0,14|21|47|57|62|68|71|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.924,0.9,0.9,13,v9,0.0,14|21|41|47|57|62|68|71|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.1291666179895401|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.924,0.9,0.9,14,v9,0.0,14|21|41|42|47|57|62|68|71|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.885,0.837,0.837,7,v9,0.0,57|62|68|71|84|96|98,0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.902,0.871,0.871,8,v9,0.0,21|57|62|68|71|84|96|98,0.22040918469429016|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.917,0.888,0.888,9,v9,0.0,21|57|62|68|71|82|84|96|98,0.22040918469429016|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.018476452678442|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.925,0.9,0.9,17,v9,0.0,14|21|25|38|41|42|47|57|62|68|71|75|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.4749571979045868|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.925,0.9,0.9,16,v9,0.0,14|21|38|41|42|47|57|62|68|71|75|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.924,0.9,0.9,15,v9,0.0,14|21|41|42|47|57|62|68|71|75|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.925,0.901,0.901,18,v9,0.0,14|21|25|38|41|42|47|57|62|64|68|71|75|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.4749571979045868|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.923,0.9,0.9,22,v9,0.0,14|21|25|30|38|41|42|47|57|62|64|68|71|75|76|80|82|83|84|86|96|98,0.45827919244766235|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,0.925,0.901,0.901,19,v9,0.0,14|21|25|38|41|42|47|57|62|64|68|71|75|80|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.4749571979045868|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.924,0.9,0.9,20,v9,0.0,14|21|25|38|41|42|47|57|62|64|68|71|75|76|80|82|83|84|96|98,0.45827919244766235|0.22040918469429016|0.4749571979045868|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.924,0.9,0.9,21,v9,0.0,14|21|25|38|41|42|47|57|62|64|68|71|75|76|80|82|83|84|86|96|98,0.45827919244766235|0.22040918469429016|0.4749571979045868|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,0.925,0.901,0.901,25,v9,0.0,9|14|16|21|25|30|38|41|42|47|57|62|63|64|68|71|75|76|80|82|83|84|86|96|98,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,0.923,0.9,0.9,24,v9,0.0,14|16|21|25|30|38|41|42|47|57|62|63|64|68|71|75|76|80|82|83|84|86|96|98,0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,0.924,0.9,0.9,23,v9,0.0,14|16|21|25|30|38|41|42|47|57|62|64|68|71|75|76|80|82|83|84|86|96|98,0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.22026360034942627|0.04897060617804527|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,0.924,0.9,0.9,26,v9,0.0,9|14|16|21|25|30|38|41|42|47|54|57|62|63|64|68|71|75|76|80|82|83|84|86|96|98,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.5023375153541565|0.22026360034942627|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,0.922,0.898,0.898,29,v9,0.0,9|14|16|21|25|27|30|38|41|42|47|54|57|59|62|63|64|68|71|75|76|80|82|83|84|86|96|98|102,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.016858069226145744|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.5023375153541565|0.22026360034942627|0.07683584094047546|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305|0.4153531789779663
paviaU,0.923,0.899,0.899,28,v9,0.0,9|14|16|21|25|30|38|41|42|47|54|57|59|62|63|64|68|71|75|76|80|82|83|84|86|96|98|102,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.5023375153541565|0.22026360034942627|0.07683584094047546|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305|0.4153531789779663
paviaU,0.923,0.9,0.9,27,v9,0.0,9|14|16|21|25|30|38|41|42|47|54|57|59|62|63|64|68|71|75|76|80|82|83|84|86|96|98,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.5023375153541565|0.22026360034942627|0.07683584094047546|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305
paviaU,0.921,0.897,0.897,30,v9,2077.211,9|14|16|21|25|27|30|38|41|42|47|51|54|57|59|62|63|64|68|71|75|76|80|82|83|84|86|96|98|102,0.04438634589314461|0.45827919244766235|0.006137503776699305|0.22040918469429016|0.4749571979045868|0.016858069226145744|0.6181202530860901|0.23933441936969757|0.1291666179895401|0.05907551944255829|0.08072800189256668|0.015728287398815155|0.5023375153541565|0.22026360034942627|0.07683584094047546|0.04897060617804527|0.012159577570855618|0.22419637441635132|0.2727016508579254|0.02095688506960869|0.6065689325332642|0.09635546803474426|0.1566346138715744|0.018476452678442|0.015305263921618462|0.06073210388422012|0.0693986564874649|0.05105900019407272|0.05111754313111305|0.4153531789779663
paviaU,0.873,0.797,0.797,5,v9,0.0,62|68|71|84|96,0.04897060617804527|0.2727016508579254|0.02095688506960869|0.06073210388422012|0.05105900019407272
paviaU,0.88,0.821,0.821,6,v9,0.0,62|68|71|84|96|98,0.04897060617804527|0.2727016508579254|0.02095688506960869|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.918,0.89,0.89,10,v9,0.0,14|21|57|62|68|71|82|84|96|98,0.45827919244766235|0.22040918469429016|0.22026360034942627|0.04897060617804527|0.2727016508579254|0.02095688506960869|0.018476452678442|0.06073210388422012|0.05105900019407272|0.05111754313111305
paviaU,0.889,0.878,0.878,9,bsdr,2.385,10|21|33|42|47|63|70|83|93,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.926,0.914,0.914,23,bsdr,2.757,5|9|15|16|20|26|32|36|39|42|46|48|55|62|63|68|72|79|83|85|88|93|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.932,0.919,0.919,22,bsdr,2.564,4|9|14|17|21|26|32|36|42|47|48|55|58|62|64|69|73|82|83|85|93|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.926,0.913,0.913,21,bsdr,2.716,5|9|14|18|25|26|32|35|42|46|49|56|61|67|69|73|80|83|85|92|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.926,0.914,0.914,24,bsdr,2.861,4|9|12|16|21|25|31|33|39|41|42|51|55|63|69|70|73|78|83|85|86|92|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.907,0.894,0.894,11,bsdr,2.419,9|16|25|33|45|51|61|68|75|85|97,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.897,0.887,0.887,10,bsdr,2.152,9|19|23|39|45|59|64|68|85|93,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.922,0.912,0.912,17,bsdr,2.665,6|14|16|21|31|36|39|46|51|55|64|68|75|83|85|91|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.918,0.905,0.905,16,bsdr,2.384,6|14|17|21|32|36|42|49|55|57|67|70|79|85|89|98,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.924,0.91,0.91,15,bsdr,2.476,6|13|21|27|33|41|45|47|61|64|68|73|85|88|97,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.922,0.914,0.914,14,bsdr,2.488,6|15|21|26|36|42|45|58|63|69|72|83|85|94,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.921,0.911,0.911,13,bsdr,2.268,6|15|21|31|39|42|49|56|68|71|77|85|97,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.901,0.89,0.89,12,bsdr,2.423,9|16|24|33|42|46|55|64|68|76|88|95,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,0.895,0.877,0.877,7,bsdr,2.156,14|26|42|49|69|73|85,0.0|0.0|0.0|0.0|0.0|0.0|0.0
